system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,3570,481,904,1194,991,18.7,143.18,0.04,4.0,35,2026-05-21,2026-07-24,NEUTRAL
FAM,score-band,80-89,1067,95,264,478,230,11.4,-93.13,-0.087,-8.7,35,2026-05-21,2026-07-24,NEUTRAL
FAM,score-band,70-79,2167,203,542,921,501,12.2,-237.56,-0.11,-11.0,35,2026-05-21,2026-07-24,AVOID
FAM,score-band,90+,501,28,134,260,79,6.6,-63.09,-0.126,-12.6,35,2026-05-21,2026-07-24,AVOID
FAM,setup,CHANNEL_TOP_REJECT,7,4,0,0,3,100.0,6.0,0.857,85.7,5,2026-06-23,2026-07-24,TENTATIVE
FAM,setup,BULL_BOUNCE,301,76,26,163,36,28.7,83.4,0.277,27.7,20,2026-05-21,2026-07-10,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,60,11,12,35,2,19.0,4.96,0.083,8.3,18,2026-05-22,2026-07-09,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,8,3,4,1,0,37.5,0.3,0.037,3.7,7,2026-05-28,2026-07-09,TENTATIVE
FAM,setup,BULL_BOUNCE_CONFIRMED,282,40,45,169,28,15.7,10.07,0.036,3.6,20,2026-05-21,2026-07-10,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,9,3,5,1,0,33.3,-0.02,-0.002,-0.2,8,2026-05-28,2026-07-09,TENTATIVE
FAM,setup,BEAR_REJECTION_PENDING,3300,277,811,1136,1076,12.5,-26.46,-0.008,-0.8,35,2026-05-21,2026-07-24,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,3188,383,830,1321,654,15.1,-241.66,-0.076,-7.6,21,2026-05-21,2026-07-10,NEUTRAL
FAM,setup,CHANNEL_BREAKOUT,14,2,10,1,1,15.4,-6.22,-0.444,-44.4,7,2026-05-28,2026-06-30,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,59,7,39,13,0,11.9,-28.72,-0.487,-48.7,13,2026-05-21,2026-07-09,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,7,0,5,1,1,0.0,-5.11,-0.73,-73.0,5,2026-05-29,2026-07-09,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,3,0,3,0,0,0.0,-3.0,-1.0,-100.0,3,2026-05-27,2026-07-22,TENTATIVE
FAM,setup,DCB_BREAKOUT,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,2,2026-05-29,2026-06-22,TENTATIVE
FAM,setup,CHANNEL_BREAKDOWN_SHORT,1,0,1,0,0,0.0,-1.0,-1.0,-100.0,1,2026-07-24,2026-07-24,TENTATIVE
FEM,mode,BOUNCE,444,166,47,181,50,42.1,158.22,0.356,35.6,52,2026-04-16,2026-07-24,TRUSTED
FEM,mode,PULLBACK,725,200,95,171,259,42.9,168.58,0.233,23.3,58,2026-04-01,2026-07-24,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,821,364,27,204,226,61.2,440.83,0.537,53.7,57,2026-04-01,2026-07-24,TRUSTED
FEM,score-band,60-69,136,8,37,44,47,9.0,-23.11,-0.17,-17.0,42,2026-04-01,2026-07-24,AVOID
FEM,score-band,80-89,230,18,74,82,56,10.3,-50.44,-0.219,-21.9,47,2026-04-01,2026-07-13,AVOID
FEM,score-band,70-79,131,5,31,41,54,6.5,-30.89,-0.236,-23.6,44,2026-04-01,2026-07-10,AVOID
FEM,tier,T1-STRONG_LONG,680,232,25,198,225,51.0,315.91,0.465,46.5,55,2026-04-01,2026-07-24,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,372,113,55,119,85,39.4,41.24,0.111,11.1,59,2026-04-01,2026-07-24,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
