ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
HUBC,Long,PULLBACK,T2-LONG,100,0.48,0.3232,0.7936,,2.0,0.1568,0.48,3.9,APPROACH,1,1,30m,0.4615,0.3732,OPEN_ROAD,EXCITED,385006971.0,3.4,4.9,33878746.0,3.0,882.3,75.0,8.0,0.0,NANO,257216.38,0.4682,0.515,0.4215,-18.2,MID,DISCOUNT,165,7,14,54.7,B,,,,False,0.13324285714285716,1.18,N/A,
PMI,Long,BREAKOUT,T2-LONG,100,0.34,0.0872,0.8456,,2.0,0.2528,0.27,0.0,INSIDE,3,3,,,,OPEN_ROAD,EXCITED,,,,,,,,,,MED,20.92,0.2783,0.1684,0.3883,130.6,MID,MID,12,5,7,13.1,D,False,12.7,True,False,0.046085714285714285,5.49,N/A,
MRVL,Long,PULLBACK,T3-LONG_WATCH,90,269.76,195.12,419.04,,2.0,74.64,290.79,7.2,WAITING,2,2,"1h,4h",269.76,220.0,HIGHWAY,EXCITED,221519484497.0,3.3,1.8,5710180.0,1.0,49.6,53.0,8.0,871.94,MEGA,0.13,236.445,219.43,253.46,15.5,PREMIUM,PREMIUM,43514,19,36098,99.9,A,,,,False,19.86305714285714,3.76,N/A,
ORBS,Long,BREAKOUT,T2-LONG,38,0.9,0.8471,1.0058,1.005,2.0,0.0529,0.9,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,,,,,,,,,,MEGA,0.09,1.005,1.0,1.01,1.0,DISCOUNT,DISCOUNT,0,2,0,7.4,D,False,1.2,True,False,0.12819999999999998,0.41,N/A,
BB,Long,PULLBACK,T1-STRONG_LONG,100,9.29,8.5166,10.8368,9.65,2.0,0.7734,10.32,10.0,WAITING,6,4,"1d,1h,30m,4h",9.29,8.78,HIGHWAY,EXCITED,2577174214.0,1.6,1.4,1899524.0,0.0,31.2,40.0,8.0,586.22,MEGA,0.1,9.65,9.72,9.58,-1.4,PREMIUM,DISCOUNT,527,15,201,99.9,A,,,,True,0.6488214285714283,1.19,N/A,
AMZE,Long,BOUNCE,T2-LONG,85,0.1551,0.0997,0.2659,0.1921,2.0,0.0554,0.1551,2.3,CLOSE,3,3,"1h,30m,4h",0.1515,0.1497,OPEN_ROAD,EXCITED,0.0,4.1,1.9,30770745.0,1.0,36.5,48.0,8.0,56.24,HIGH,1.32,0.1921,0.1876,0.1966,4.8,DISCOUNT,DISCOUNT,0,6,0,6.6,D,,,,False,0.03363928571428572,1.65,N/A,
IREN,Long,PULLBACK,T1-STRONG_LONG,100,63.13,57.9866,73.4168,64.955,2.0,5.1434,66.6,5.2,APPROACH,3,3,"1d,1h,4h",63.13,59.78,HIGHWAY,EXCITED,26311076281.0,0.9,0.9,3289725.0,0.0,16.3,40.0,8.0,327.86,MEGA,0.16,64.955,65.33,64.58,-1.1,PREMIUM,DISCOUNT,3804,16,1682,99.9,A,,,,False,5.113628571428571,1.01,N/A,
TOPS,Long,PULLBACK,T3-LONG_WATCH,81,1.0499,0.9763,1.1971,,2.0,0.0736,1.11,5.4,APPROACH,2,1,1m,1.0499,1.0263,HIGHWAY,EXCITED,9397.0,6.0,2.1,5446770.0,1.0,29.4,67.0,8.0,1.79,NANO,6.17,0.9169,0.9249,0.9089,-1.7,PREMIUM,PREMIUM,15,3,10,4.5,D,,,,True,0.2138642857142858,0.34,N/A,
NVDA,Long,PULLBACK,T2-LONG,75,222.82,207.3068,253.8465,225.77,2.0,15.5132,222.82,3.2,APPROACH,2,2,"1d,30m",215.73,213.7183,OPEN_ROAD,EXCITED,41232410006.0,1.1,1.3,2326272.0,0.0,11.3,36.0,8.0,23224.26,MEGA,0.01,225.77,224.36,227.18,1.3,DISCOUNT,DISCOUNT,6387,10,6387,2.6,C,,,,False,8.338135714285714,1.86,N/A,
NOK,Long,BOUNCE,T1-STRONG_LONG,100,16.85,15.7625,19.025,,2.0,1.0875,16.85,1.7,CLOSE,5,5,"10m,15m,1d,30m,5m",16.56,16.25,HIGHWAY,EXCITED,6114253938.0,1.1,1.2,9298362.0,0.0,17.8,59.0,8.0,4441.96,MEGA,0.03,16.405,16.25,16.56,1.9,PREMIUM,MID,1021,23,343,99.9,A,,,,True,1.0235714285714288,1.06,N/A,
