ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
QTEX,Long,T2-LONG,72,PULLBACK,1.285,1.2301,1.4802,1.6,1.84,1.45,42779651,24.51,STOPPED,-1.0,True,2026-06-09_1425,2026-06-09_0506
NCRA,Long,T2-LONG,100,BOUNCE,0.13,0.0774,0.2352,0.1441,0.177,0.13,169921475,10.85,TARGET_HIT,0.08,True,2026-06-09_1425,2026-06-09_0506
WOK,Long,T2-LONG,100,BOUNCE,0.1001,0.0378,0.2247,0.1005,0.113,0.1,231681448,0.4,TARGET_HIT,0.06,True,2026-06-09_1425,2026-06-09_0506
TOON,Long,T2-LONG,100,BOUNCE,0.7288,0.65,0.8864,0.7478,0.89,0.715,13281323,2.61,TARGET_HIT,0.43,True,2026-06-09_1425,2026-06-09_0506
MRVL,Long,T1-STRONG_LONG,96,BOUNCE,288.85,259.835,346.88,266.88,302.4,244.0,94140188,-7.61,TARGET_HIT,1.5,True,2026-06-09_1425,2026-06-09_0506
NOK,Long,T1-STRONG_LONG,100,BOUNCE,14.59,13.9583,15.8534,13.85,14.62,13.18,184947802,-5.07,TARGET_HIT,1.5,True,2026-06-09_1425,2026-06-09_0506
SCAG,Long,T2-LONG,100,PULLBACK,0.3575,0.2967,0.4791,0.2985,0.412,0.2811,9796623,-16.5,TARGET_HIT,0.17,True,2026-06-09_1425,2026-06-09_0506
NVDA,Long,T1-STRONG_LONG,100,BOUNCE,208.64,199.3253,227.2694,208.19,211.4,199.34,179993046,-0.22,TARGET_HIT,1.5,True,2026-06-09_1425,2026-06-09_0506
GPUS,Long,T2-LONG,72,BREAKOUT,0.1855,0.1235,0.3095,0.1661,0.1784,0.1616,28267225,-10.46,CLOSED_LOSS,-0.31,False,2026-06-09_1425,2026-06-09_0506
HKIT,Long,T3-LONG_WATCH,74,PULLBACK,0.284,0.2265,0.399,0.273,0.3341,0.2587,25781003,-3.87,CLOSED_LOSS,-0.19,False,2026-06-09_1425,2026-06-09_0506
CALY,Long,T2-LONG,87,PULLBACK,15.64,14.356,18.208,16.0,16.11,15.475,2531805,2.3,CLOSED,1.02,True,2026-06-09_1425,2026-06-09_0506
CLYM,Long,T3-LONG_WATCH,90,BREAKOUT,11.01,10.3111,12.4078,11.135,11.4799,10.37,3678328,1.14,TARGET_HIT,1.5,True,2026-06-09_1425,2026-06-09_0506
TVTX,Long,T1-STRONG_LONG,100,BOUNCE,47.08,44.4357,52.3686,48.57,49.21,46.74,2621719,3.16,TARGET_HIT,1.5,True,2026-06-09_1425,2026-06-09_0506
EAT,Long,T1-STRONG_LONG,100,PULLBACK,137.3,132.405,156.03,150.83,152.325,146.11,849738,9.85,TARGET_HIT,1.5,True,2026-06-09_1425,2026-06-09_0506
PRKS,Long,T3-LONG_WATCH,90,BREAKOUT,42.155,39.5469,47.43,44.51,44.58,41.775,1123418,5.59,TARGET_HIT,1.5,True,2026-06-09_1425,2026-06-09_0506
PDFS,Long,T1-STRONG_LONG,100,PULLBACK,52.32,49.9065,57.59,58.74,60.87,54.78,1503556,12.27,TARGET_HIT,1.5,True,2026-06-09_1425,2026-06-09_0506
