ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
HCWB,Long,T3-LONG_WATCH,84,BREAKOUT,1.22,1.16,1.96,1.34,1.6,0.9481,36826139,9.84,STOPPED,-1.0,True,2026-05-18_1518,2026-05-18_0532
SNAL,Long,T1-STRONG_LONG,100,PULLBACK,1.05,0.3238,2.5023,0.96,1.09,0.7611,8354730,-8.57,TARGET_HIT,0.46,True,2026-05-18_1518,2026-05-18_0532
ALP,Long,T2-LONG,100,PULLBACK,0.313,0.2179,0.5032,0.3633,0.3633,0.3022,33842920,16.07,TARGET_HIT,0.18,True,2026-05-18_1518,2026-05-18_0532
NVDA,Long,T2-LONG,70,BOUNCE,225.32,214.1566,247.6468,222.32,230.0,218.37,145433453,-1.33,LOSING,-0.27,False,2026-05-18_1518,2026-05-18_0532
ONDS,Long,T1-STRONG_LONG,97,PULLBACK,9.6,8.67,11.46,9.7,10.67,9.46,78660365,1.04,TARGET_HIT,1.5,True,2026-05-18_1518,2026-05-18_0532
GDC,Long,T3-LONG_WATCH,55,PULLBACK,0.1474,0.0909,0.3298,0.144,0.1499,0.132,37854358,-2.31,LOSING,-0.06,False,2026-05-18_1518,2026-05-18_0532
SRXH,Long,T2-LONG,64,BREAKOUT,0.1254,0.0726,0.231,0.1246,0.14,0.1245,46630194,-0.64,LOSING,-0.02,False,2026-05-18_1518,2026-05-18_0532
AMZE,Long,T2-LONG,63,BOUNCE,0.1682,0.1108,0.283,0.1446,0.1496,0.1225,10343193,-14.03,LOSING,-0.41,False,2026-05-18_1518,2026-05-18_0532
KEEL,Long,T2-LONG,71,PULLBACK,4.39,4.0255,5.119,4.18,4.65,3.96,42616062,-4.78,STOPPED,-1.0,False,2026-05-18_1518,2026-05-18_0532
SIDU,Long,T3-LONG_WATCH,80,PULLBACK,3.72,3.5599,4.47,3.91,4.3509,3.61,29286032,5.11,STOPPED,-1.0,True,2026-05-18_1518,2026-05-18_0532
VSTS,Long,T1-STRONG_LONG,100,PULLBACK,11.495,10.9125,12.66,12.17,12.42,11.99,2135826,5.87,TARGET_HIT,1.5,True,2026-05-18_1518,2026-05-18_0532
GCTS,Long,T2-LONG,85,PULLBACK,1.73,1.6617,1.8666,2.58,2.68,2.0,60123741,49.13,STOPPED,-1.0,True,2026-05-18_1518,2026-05-18_0532
NOW,Long,T1-STRONG_LONG,70,BOUNCE,95.07,87.785,109.64,103.42,104.68,97.85,50771802,8.78,STOPPED,-1.0,True,2026-05-18_1518,2026-05-18_0532
ARAY,Long,T3-LONG_WATCH,61,BREAKOUT,0.27,0.2185,0.373,0.2927,0.2945,0.25,17512376,8.41,STOPPED,-1.0,True,2026-05-18_1518,2026-05-18_0532
WLTH,Long,T3-LONG_WATCH,95,BOUNCE,11.28,10.7282,12.3836,12.03,12.1,11.2408,1527420,6.65,TARGET_HIT,1.5,True,2026-05-18_1518,2026-05-18_0532
CVI,Long,T1-STRONG_LONG,100,BOUNCE,33.89,32.1167,37.4366,34.54,35.1499,32.34,1035207,1.92,TARGET_HIT,1.5,True,2026-05-18_1518,2026-05-18_0532
TYRA,Long,T3-LONG_WATCH,52,BOUNCE,37.04,35.6087,39.9026,35.66,37.22,34.8227,757295,-3.73,STOPPED,-1.0,False,2026-05-18_1518,2026-05-18_0532
CPIX,Long,T1-STRONG_LONG,100,PULLBACK,5.15,4.8791,5.6918,5.12,5.45,5.03,190985,-0.58,TARGET_HIT,1.5,True,2026-05-18_1518,2026-05-18_0532
