ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
MARA,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,11.3399,daily,log_regression,AT_LOWER,0.222,3,9.65,10.21,daily,9.96,96.43,nearest_support_gap_hi,11.26,True,True,0.7,0.71,44.89,44.89,4.41,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
SMCI,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,37.2269,1h,log_regression,MID,0.433,8,25.5,28.89,daily,22.39,100.0,nearest_support_gap_hi,37.155,True,False,0.19,0.19,38.07,38.07,2.02,MIXED_OR_WEAK,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | overhead_gap_too_close
FIGS,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,14.68,1h,log_regression,AT_LOWER,0.328,11,11.24,14.26,daily,2.86,100.0,nearest_support_gap_hi,14.57,True,True,0.75,0.75,18.8,18.8,8.86,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 18.8% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
ACVA,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,7.43,daily,log_regression,AT_LOWER,0.21,9,5.42,6.174,daily,16.9,97.56,nearest_support_gap_hi,7.27,True,True,2.15,2.2,17.09,17.09,2.09,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 17.09% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase | overhead_gap_too_close
BOBS,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,17.16,daily,log_regression,MID,0.341,16,16.67,17.0,weekly,0.93,98.89,nearest_support_gap_hi,17.0,True,True,0.93,0.94,14.74,14.74,4.14,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 14.74% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
LGIH,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,58.16,daily,log_regression,AT_LOWER,0.227,30,47.81,50.05,weekly,13.94,100.0,nearest_support_gap_hi,57.645,True,True,0.89,0.89,13.91,13.91,2.45,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 13.91% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close
FDMT,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,15.43,1h,log_regression,MID,0.375,12,14.72,15.21,daily,1.43,98.95,nearest_support_gap_hi,15.21,True,True,1.43,1.45,9.72,9.72,3.5,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 9.72% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
HELE,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,28.49,daily,log_regression,AT_LOWER,0.319,14,25.27,25.5,1h,10.49,73.2,nearest_support_gap_hi,28.22,True,True,0.95,0.96,7.69,7.69,2.0,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | controlled pullback 7.69% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,overhead_gap_too_close
SMWB,HIGH_PRIORITY_PRE_TRIGGER,100.0,99.0,99.0,PRE_TRIGGER_COIL,8.08,daily,log_regression,AT_LOWER,0.319,10,7.42,8.0,daily,0.99,99.25,nearest_support_gap_hi,8.0,True,True,0.99,1.0,12.5,12.5,2.6,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 12.5% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
CRSR,EARLY_STRUCTURAL_MATCH,90.1,95.0,95.0,TOO_EARLY_OR_LOOSE,10.8686,daily,log_regression,MID,0.369,17,7.7,7.79,weekly,28.33,99.29,nearest_support_gap_hi,10.78,True,True,0.82,0.82,37.81,37.81,2.68,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | too_early_or_loose_for_trigger
