ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
TDIC,Long,T3-LONG_WATCH,86,PULLBACK,2.1699,2.1,2.6302,23.05,30.0,2.92,109257422,962.26,TARGET_HIT,-0.97,False,2026-05-13_1731,2026-05-13_0526
AEHL,Long,T3-LONG_WATCH,74,PULLBACK,2.11,1.94,2.45,3.62,4.24,2.65,81038481,71.56,TARGET_HIT,-0.68,False,2026-05-13_1731,2026-05-13_0526
WOLF,Long,T1-STRONG_LONG,100,PULLBACK,48.75,47.1711,51.9078,62.6,73.74,58.6,34277068,28.41,STOPPED,-1.0,True,2026-05-13_1731,2026-05-13_0526
QS,Long,T1-STRONG_LONG,100,PULLBACK,7.76,7.3138,9.67,8.66,8.98,7.92,60112258,11.6,STOPPED,-1.0,True,2026-05-13_1731,2026-05-13_0526
NVTS,Long,T2-LONG,84,BREAKOUT,21.09,17.0301,29.2098,21.17,21.68,19.6501,39381219,0.38,WINNING,0.02,False,2026-05-13_1731,2026-05-13_0526
IREN,Long,T3-LONG_WATCH,81,BREAKOUT,56.96,53.4082,64.0636,55.17,57.59,53.7,49754592,-3.14,LOSING,-0.5,False,2026-05-13_1731,2026-05-13_0526
INTC,Long,T2-LONG,76,PULLBACK,111.81,104.9055,125.619,120.29,125.0,116.41,115364409,7.58,WINNING,0.19,False,2026-05-13_1731,2026-05-13_0526
QUBT,Long,T1-STRONG_LONG,100,BREAKOUT,12.42,9.06,19.14,11.03,11.72,10.845,36148964,-11.19,STOPPED,-1.0,True,2026-05-13_1731,2026-05-13_0526
NVDA,Long,T3-LONG_WATCH,51,PULLBACK,220.78,205.155,252.03,225.83,227.84,221.5653,150405295,2.29,NO_FILL,0.0,False,2026-05-13_1731,2026-05-13_0526
PLUG,Long,T2-LONG,100,PULLBACK,3.56,3.0,4.68,3.96,4.11,3.41,163398199,11.24,STOPPED,-1.0,True,2026-05-13_1731,2026-05-13_0526
RKLB,Long,T1-STRONG_LONG,92,PULLBACK,111.355,107.3693,119.3264,124.15,127.24,116.89,26587749,11.49,STOPPED,-1.0,True,2026-05-13_1731,2026-05-13_0526
DGXX,Long,T3-LONG_WATCH,59,PULLBACK,7.668,7.4205,8.163,8.46,9.2,7.71,26450280,10.33,NO_FILL,0.0,False,2026-05-13_1731,2026-05-13_0526
WFRD,Long,T3-LONG_WATCH,77,BOUNCE,107.51,99.2213,124.0874,109.08,109.455,107.0101,927263,1.46,WINNING,0.19,False,2026-05-13_1731,2026-05-13_0526
PAYC,Long,T2-LONG,92,BOUNCE,137.6,129.5629,153.6742,134.9,138.61,132.34,1192015,-1.96,STOPPED,-1.0,True,2026-05-13_1731,2026-05-13_0526
