ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
FBIN,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,49.36,51.35,45.0,41.44,50,2.2,49.25,49.939998626708984,48.099998474121094,1390815.0,1.19,CLOSED,0.06,HOSTILE,LIMIT,20,CONVICTION,2026-07-30_1724,2026-07-30
GLW,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,126.01,144.08,119.71,,5,0.35,135.22000122070312,136.08999633789062,130.02999877929688,15683992.0,8.87,CLOSED_LOSS,-0.51,HOSTILE,LIMIT,7,CONVICTION,2026-07-30_1724,2026-07-30
OI,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,7.79,9.11,7.4,,76,0.3,7.349999904632568,7.885000228881836,7.269999980926514,4686037.0,-5.53,TARGET_HIT,1.5,HOSTILE,LIMIT,10,CONVICTION,2026-07-30_1724,2026-07-30
VRNS,SHORT,CONVICTION,96.4,BEAR_REJECTION_PENDING,41.43,44.89,35.07,,28,1.84,39.93000030517578,41.31999969482422,39.540000915527344,2452653.0,-1.7,NO_FILL,0.0,HOSTILE,LIMIT,20,COMPRESSION,2026-07-30_1724,2026-07-30
ASTS,SHORT,CONVICTION,94.5,BEAR_REJECTION_PENDING,54.52,66.64,51.79,,8,0.22,58.439998626708984,58.5099983215332,54.400001525878906,11953624.0,9.34,CLOSED_LOSS,-0.32,HOSTILE,LIMIT,20,CONVICTION,2026-07-30_1724,2026-07-30
KDP,SHORT,CONVICTION,93.0,BEAR_REJECTION_PENDING,32.07,34.95,27.29,,34,1.66,31.56999969482422,31.65999984741211,30.875,13798893.0,0.41,NO_FILL,0.0,HOSTILE,LIMIT,15,CONVICTION,2026-07-30_1724,2026-07-30
SPCX,SHORT,CONVICTION,91.6,BEAR_REJECTION_PENDING,113.5,115.89,107.82,,41,2.37,112.19999694824219,118.93000030517578,111.35009765625,54835632.0,-0.71,STOPPED,-1.0,HOSTILE,LIMIT,20,CONVICTION,2026-07-30_1724,2026-07-30
ABT,SHORT,CONVICTION,91.0,BEAR_REJECTION_PENDING,108.61,121.33,103.18,,7,0.43,105.61000061035156,106.80899810791016,104.4800033569336,6398607.0,-2.41,NO_FILL,0.0,HOSTILE,LIMIT,13,CONVICTION,2026-07-30_1724,2026-07-30
CVX,SHORT,CONVICTION,90.8,BEAR_REJECTION_PENDING,192.89,200.97,179.01,168.28,12,1.72,192.30999755859375,193.11900329589844,189.32000732421875,5360990.0,0.01,CLOSED,0.07,HOSTILE,LIMIT,18,COMPRESSION,2026-07-30_1724,2026-07-30
CTSH,SHORT,CONVICTION,90.5,BEAR_REJECTION_PENDING,56.54,59.1,52.31,48.37,39,1.65,53.89500045776367,54.779998779296875,51.85499954223633,11320095.0,-3.93,NO_FILL,0.0,HOSTILE,LIMIT,12,CONVICTION,2026-07-30_1724,2026-07-30
TREX,SHORT,CONVICTION,88.3,BEAR_REJECTION_PENDING,42.84,44.24,39.43,39.43,71,2.44,43.93000030517578,44.07500076293945,42.39500045776367,2160332.0,4.6,CLOSED_LOSS,-0.78,HOSTILE,LIMIT,20,COMPRESSION,2026-07-30_1724,2026-07-30
