ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
BHVN,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,13.6,12.92,15.01,,147,2.07,13.75,13.78499984741211,13.319999694824219,1871693.0,1.1,CLOSED,0.22,FAVORABLE,MARKET,20,COMPRESSION,2026-08-04_1723,2026-08-04
BFLY,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,8.1,7.69,8.78,,246,1.68,8.8100004196167,8.989999771118164,8.0649995803833,9604744.0,8.77,TARGET_HIT,1.5,FAVORABLE,MARKET,20,MINOR,2026-08-04_1723,2026-08-04
CDNA,LONG,CONVICTION,98.8,BULL_BOUNCE_PENDING,48.0,43.49,50.4,,22,0.53,47.09000015258789,47.989898681640625,46.2400016784668,1619368.0,-1.9,CLOSED_LOSS,-0.2,FAVORABLE,MARKET,14,MINOR,2026-08-04_1723,2026-08-04
NKTR,LONG,CONVICTION,98.4,BULL_BOUNCE_PENDING,70.59,67.06,79.65,79.65,28,2.57,72.76000213623047,73.08999633789062,71.0,717897.0,3.07,NO_FILL,0.0,FAVORABLE,MARKET,17,CONVICTION,2026-08-04_1723,2026-08-04
AAPL,LONG,CONVICTION,96.7,BULL_BOUNCE_PENDING,303.41,287.91,333.43,339.73,6,1.94,309.3800048828125,310.4200134277344,301.32000732421875,67778746.0,1.97,CLOSED,0.39,FAVORABLE,MARKET,20,CONVICTION,2026-08-04_1723,2026-08-04
HPE,LONG,CONVICTION,95.2,BULL_BOUNCE_PENDING,52.25,49.64,56.61,59.91,38,1.67,52.38999938964844,53.415000915527344,50.38679885864258,25590434.0,0.27,CLOSED,0.05,FAVORABLE,MARKET,15,COMPRESSION,2026-08-04_1723,2026-08-04
RF,LONG,CONVICTION,93.7,BULL_BOUNCE_PENDING,31.45,28.63,33.02,,35,0.56,31.950000762939453,32.04999923706055,31.34000015258789,7050392.0,1.59,CLOSED,0.18,FAVORABLE,MARKET,9,COMPRESSION,2026-08-04_1723,2026-08-04
MSFT,LONG,CONVICTION,92.7,BULL_BOUNCE_PENDING,481.4,462.4,514.33,530.48,5,1.73,492.80999755859375,499.4399108886719,479.1700134277344,49565875.0,2.37,CLOSED,0.6,FAVORABLE,MARKET,20,CONVICTION,2026-08-04_1723,2026-08-04
U,LONG,CONVICTION,92.5,BULL_BOUNCE_PENDING,33.8,31.55,37.9,,44,1.82,35.220001220703125,35.689998626708984,33.4900016784668,15339102.0,4.2,CLOSED,0.63,FAVORABLE,MARKET,4,COMPRESSION,2026-08-04_1723,2026-08-04
BMY,LONG,CONVICTION,92.3,BULL_BOUNCE_PENDING,65.75,61.67,69.04,,24,0.81,65.88999938964844,66.30999755859375,63.87379837036133,17292074.0,0.21,CLOSED,0.03,FAVORABLE,MARKET,20,MINOR,2026-08-04_1723,2026-08-04
